FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
899350|Gray Bull Spring|Spring|NM|35|Catron|003|333108N|1090054W|33.5188324|-109.0149816|||||2143|7031|Blue|02/01/1992|04/19/2011
899351|Saddle Mountain Lookout|Locale|NM|35|Catron|003|333656N|1090003W|33.6156112|-109.000903|||||2537|8323|Blue|02/01/1992|
899352|Tige Rim|Cliff|NM|35|Catron|003|333403N|1090232W|33.5675561|-109.0422928|||||2285|7497|Blue|02/01/1992|
899353|Tige Spring|Spring|NM|35|Catron|003|333237N|1090244W|33.5437037|-109.0456323|||||2276|7467|Blue|02/01/1992|04/19/2011
899354|Double J Ranch|Locale|NM|35|Catron|003|335024N|1090022W|33.8400526|-109.006184|||||2337|7667|Luna Lake|02/01/1992|
899355|Engineer Spring|Spring|NM|35|Catron|003|334953N|1090021W|33.8314416|-109.005906|||||2291|7516|Luna Lake|02/01/1992|
899357|Mason Tank|Reservoir|NM|35|Sierra|051|330640N|1062459W|33.1111111|-106.4163889|||||1211|3973|Lumley Lake|11/13/1980|
899358|Thurgood Canyon|Valley|NM|35|Sierra|051|332211N|1062550W|33.3697987|-106.4305616|331909N|1063243W|33.3192436|-106.5452867|1393|4570|Sheep Mountain|11/13/1980|
899359|Adobe Downs Ranch|Locale|NM|35|San Juan|045|365321N|1080337W|36.8891692|-108.0603482|||||1876|6155|Adobe Downs Ranch|11/13/1980|
899360|Adobe House Tank|Reservoir|NM|35|Sierra|051|331311N|1064707W|33.2197978|-106.7852941|||||1848|6063|Shannon Canyon|11/13/1980|
899361|Alkali Spring|Spring|NM|35|Sierra|051|330511N|1062930W|33.0864695|-106.4916716|||||1199|3934|Lumley Lake|11/13/1980|
899362|Amole Ridge|Ridge|NM|35|Sierra|051|331212N|1063753W|33.2034109|-106.6313996|||||1986|6516|Hardscrabble Mountains|11/13/1980|
899363|Barton Arroyo|Stream|NM|35|San Juan|045|364822N|1080257W|36.8061147|-108.0492363|365336N|1080421W|36.8933356|-108.0725709|1683|5522|Flora Vista|11/13/1980|
899364|Bat Ranch Spring|Spring|NM|35|Sierra|051|330208N|1063534W|33.0355218|-106.5926531|||||1517|4977|Strawberry Peak|11/13/1980|04/19/2011
899365|Bear Den School|School|NM|35|Sierra|051|332231N|1063916W|33.3753527|-106.6544574|||||1610|5282|Salinas Peak NW|11/13/1980|
899366|Black Bear Mine|Mine|NM|35|Sierra|051|331312N|1063941W|33.2200771|-106.6614008|||||1804|5919|Hardscrabble Mountains|11/13/1980|
899367|Black Den Tank|Reservoir|NM|35|Sierra|051|331258N|1063954W|33.2161882|-106.665012|||||1710|5610|Hardscrabble Mountains|11/13/1980|
899368|Black Glade|Stream|NM|35|San Juan|045|365713N|1080224W|36.953613|-108.0400699|365829N|1080018W|36.9747222|-108.005|1946|6384|Adobe Downs Ranch|11/13/1980|
899369|Blue Lake Wash|Stream|NM|35|San Juan|045|365626N|1080829W|36.9405568|-108.1414631|365625N|1080422W|36.9402796|-108.072849|1768|5800|La Plata|11/13/1980|
899370|Bohanan Canyon|Valley|NM|35|San Juan|045|365205N|1075819W|36.868059|-107.9720117|365552N|1080054W|36.9311135|-108.0150687|1732|5682|Aztec|11/13/1980|
899371|Bosque Spring|Spring|NM|35|Sierra|051|330945N|1064049W|33.1625773|-106.6802898|||||1798|5899|Hardscrabble Mountains|11/13/1980|
899372|Brady Spring|Spring|NM|35|Sierra|051|331916N|1063442W|33.3211876|-106.5783434|||||1827|5994|Salinas Peak|11/13/1980|
899373|Broke Tank|Reservoir|NM|35|Sierra|051|332406N|1064233W|33.4017408|-106.7091814|||||1533|5029|Salinas Peak NW|11/13/1980|
899374|Brown Well|Well|NM|35|Sierra|051|332244N|1063110W|33.3789647|-106.5194532|||||1567|5141|Fairview Mountain|11/13/1980|
899375|Brushwood Well|Well|NM|35|Sierra|051|332752N|1064038W|33.4645178|-106.6772364|||||1447|4747|Salinas Peak NW|11/13/1980|
899376|Buckhorn Tank|Reservoir|NM|35|Sierra|051|332022N|1064418W|33.3395662|-106.738319|||||1678|5505|Big Gyp Mountain|11/13/1980|06/24/2011
899377|Cain Ranch Headquarters|Locale|NM|35|Sierra|051|332054N|1064408W|33.348408|-106.7355709|||||1661|5449|Big Gyp Mountain|11/13/1980|
899378|Camel Hump Dam|Dam|NM|35|San Juan|045|365335N|1080135W|36.8930584|-108.026458|||||1848|6063|Adobe Downs Ranch|11/13/1980|
899379|Camels Hump Ridge|Ridge|NM|35|Sierra|051|331611N|1063428W|33.2697998|-106.5744538|||||2192|7192|Salinas Peak|11/13/1980|
899380|Chavez Ranch|Locale|NM|35|Sierra|051|332755N|1064456W|33.4653509|-106.7489051|||||1429|4688|Salinas Peak NW|11/13/1980|
899381|Chavez Well|Well|NM|35|Sierra|051|332454N|1065210W|33.4150726|-106.8694655|||||1454|4770|Fuller Ranch|11/13/1980|
899382|Cottonwood Canyon|Valley|NM|35|Sierra|051|332145N|1063829W|33.3625752|-106.6414013|331919N|1063637W|33.3220206|-106.6102888|1633|5358|Big Gyp Mountain|11/13/1980|
899383|Cottonwood Canyon|Valley|NM|35|Sierra|051|330653N|1063501W|33.1148012|-106.5836194|331017N|1064320W|33.1714655|-106.7222358|1336|4383|Strawberry Peak|11/13/1980|
899384|Cottonwood Spring|Spring|NM|35|Sierra|051|331932N|1063644W|33.3256317|-106.6122334|||||1853|6079|Salinas Peak|11/13/1980|
899385|Coyote Spring|Spring|NM|35|San Juan|045|365953N|1080138W|36.9980571|-108.0272918|||||1992|6535|Adobe Downs Ranch|11/13/1980|
899386|Crispy Tank|Reservoir|NM|35|Sierra|051|330508N|1064507W|33.0854844|-106.7518983|||||1852|6076|Dugout Canyon|11/13/1980|06/24/2011
899387|Distill Spring|Spring|NM|35|Sierra|051|331829N|1063740W|33.3081319|-106.6277893|||||1902|6240|Big Gyp Mountain|11/13/1980|
899388|Dolan Spring|Spring|NM|35|Sierra|051|331605N|1063056W|33.2681339|-106.5155629|||||1496|4908|Salinas Peak|11/13/1980|
899389|Drip Pee Wee Dam|Dam|NM|35|San Juan|045|365507N|1080334W|36.9186133|-108.059515|||||1921|6302|Adobe Downs Ranch|11/13/1980|
899390|Dusenberry Glade|Stream|NM|35|San Juan|045|365600N|1080301W|36.9333354|-108.050348|365525N|1080131W|36.9236111|-108.0252778|1917|6289|Adobe Downs Ranch|11/13/1980|
899391|Eagle Nest Spring|Spring|NM|35|Sierra|051|330446N|1063708W|33.0795232|-106.618898|||||1852|6076|Strawberry Peak|11/13/1980|
899392|Eagle Pass Spring|Spring|NM|35|Sierra|051|331530N|1063536W|33.2584109|-106.5933433|||||1629|5344|Salinas Peak|11/13/1980|
899393|East Tank|Reservoir|NM|35|Sierra|051|332140N|1064156W|33.3611402|-106.6989066|||||1644|5394|Big Gyp Mountain|11/13/1980|06/24/2011
899394|Estes Arroyo|Stream|NM|35|San Juan|045|364936N|1080011W|36.8266705|-108.0031237|365500N|1080236W|36.916669|-108.0434033|1708|5604|Flora Vista|11/13/1980|
899395|F E Henderson|Locale|NM|35|Sierra|051|331258N|1064001W|33.2161882|-106.6669566|||||1734|5689|Hardscrabble Mountains|11/13/1980|
899396|Farmington Glade|Stream|NM|35|San Juan|045|364332N|1081336W|36.7255582|-108.2267413|365840N|1080004W|36.9777798|-108.0011794|1598|5243|Farmington South|11/13/1980|
899397|Fleming Well|Well|NM|35|Sierra|051|331057N|1064034W|33.1825772|-106.6761232|||||1714|5623|Hardscrabble Mountains|11/13/1980|
899398|Fuller Ranch|Locale|NM|35|Sierra|051|332724N|1064617W|33.4567397|-106.771406|||||1430|4692|Fuller Ranch|11/13/1980|
899399|Gillland Ranch Headquarters|Locale|NM|35|Sierra|051|332234N|1063945W|33.3761859|-106.6625131|||||1608|5276|Salinas Peak NW|11/13/1980|
899400|Glennis Saddle|Gap|NM|35|Sierra|051|331444N|1063811W|33.2456328|-106.6364002|||||2091|6860|Hardscrabble Mountains|11/13/1980|
899401|Indian Wells|Spring|NM|35|Sierra|051|331733N|1063627W|33.2925768|-106.6075107|||||1896|6220|Salinas Peak|08/31/1992|
899402|Grapevine Canyon|Valley|NM|35|Sierra|051|332152N|1063532W|33.36452|-106.5922331|331759N|1063507W|33.2997222|-106.5852778|1648|5407|Salinas Peak|11/13/1980|
899403|Grapevine Spring|Spring|NM|35|Sierra|051|331840N|1063452W|33.3111878|-106.5811212|||||1862|6109|Salinas Peak|11/13/1980|
899404|Ash Canyon|Valley|NM|35|Sierra|051|330346N|1063410W|33.0628575|-106.5694518|330322N|1063931W|33.0561895|-106.6586214|1266|4153|Strawberry Peak|08/31/1992|
899405|Greer Well|Well|NM|35|Sierra|051|332043N|1063249W|33.3453541|-106.5469537|||||1717|5633|Salinas Peak|11/13/1980|
899406|Gyp Spring|Spring|NM|35|Sierra|051|331550N|1064339W|33.2639648|-106.7275146|||||1913|6276|Big Gyp Mountain|11/13/1980|
899407|Hardin Ranch|Locale|NM|35|Sierra|051|331425N|1064331W|33.2403539|-106.7252922|||||1956|6417|Hardscrabble Mountains|11/13/1980|
899408|Hardin Tank Number 2|Reservoir|NM|35|Sierra|051|331407N|1064759W|33.2353532|-106.7997393|||||1774|5820|Shannon Canyon|11/13/1980|
899409|Hardscrabble Canyon|Valley|NM|35|Sierra|051|330754N|1063741W|33.1317449|-106.6280655|330806N|1064037W|33.135|-106.6769444|1465|4806|Hardscrabble Mountains|11/13/1980|
899410|Hardscrabble Mountains|Range|NM|35|Sierra|051|330917N|1063954W|33.1547997|-106.6650114|||||2203|7228|Hardscrabble Mountains|11/13/1980|
899411|Hardscrabble Spring|Spring|NM|35|Sierra|051|330807N|1064008W|33.1353554|-106.6689002|||||1794|5886|Hardscrabble Mountains|11/13/1980|
899412|Hardscrabble Well|Well|NM|35|Sierra|051|330830N|1063746W|33.1417448|-106.6294545|||||1510|4954|Hardscrabble Mountains|11/13/1980|
899413|Hartley Wash|Stream|NM|35|San Juan|045|365624N|1080901W|36.9400011|-108.1503524|365656N|1080358W|36.9488907|-108.0661822|1758|5768|La Plata|11/13/1980|
899414|Hatchet Well|Well|NM|35|Sierra|051|331303N|1062912W|33.2175793|-106.4866725|||||1258|4127|Lumley Lake NW|11/13/1980|
899415|Hedges Arroyo|Stream|NM|35|San Juan|045|365210N|1080353W|36.8694471|-108.0647928|365331N|1080400W|36.8919468|-108.0667374|1817|5961|Flora Vista|11/13/1980|
899416|Hedges North Dam|Dam|NM|35|San Juan|045|365417N|1080250W|36.9047246|-108.0472923|||||1886|6188|Adobe Downs Ranch|11/13/1980|
899417|Henderson Ranch|Locale|NM|35|Sierra|051|331057N|1063634W|33.1825781|-106.6094542|||||1489|4885|Tip Top Canyon|11/13/1980|
899418|Henderson Well|Well|NM|35|Sierra|051|330633N|1063144W|33.1092466|-106.5288952|||||1226|4022|Strawberry Peak|11/13/1980|
899419|Indian Divide|Ridge|NM|35|Sierra|051|331807N|1063250W|33.3020216|-106.547231|||||2451|8041|Salinas Peak|11/13/1980|
899420|Indian Spring|Spring|NM|35|Sierra|051|331745N|1063244W|33.2957487|-106.5455601|||||2109|6919|Salinas Peak|11/13/1980|04/19/2011
899421|Jaquez Arroyo|Stream|NM|35|San Juan|045|365808N|1080758W|36.9688899|-108.1328519|365833N|1080244W|36.9758349|-108.0456258|1781|5843|La Plata|11/13/1980|
899422|Jaquez Flat|Flat|NM|35|San Juan|045|365940N|1080449W|36.9944455|-108.0803497|||||1863|6112|Adobe Downs Ranch|11/13/1980|
899423|Jonce Canyon|Valley|NM|35|Sierra|051|332507N|1063353W|33.4186858|-106.5647328|331944N|1063433W|33.3289653|-106.5758434|1539|5049|Fairview Mountain|11/13/1980|
899424|Jonce Tank|Reservoir|NM|35|Sierra|051|332137N|1063431W|33.360213|-106.5751552|||||1652|5420|Salinas Peak|11/13/1980|06/24/2011
899425|Knob Rock Dam|Dam|NM|35|San Juan|045|365425N|1080646W|36.9069462|-108.1128505|||||1839|6033|Adobe Downs Ranch|11/13/1980|
899426|L H Makinson|Locale|NM|35|Sierra|051|330323N|1063556W|33.0564682|-106.5988971|||||1471|4826|Strawberry Peak|11/13/1980|
899427|Ladder Tank|Reservoir|NM|35|Sierra|051|332557N|1063409W|33.4323948|-106.5690739|||||1519|4984|Fairview Mountain|11/13/1980|06/24/2011
899428|Lawson Glade|Stream|NM|35|San Juan|045|365608N|1080258W|36.9355577|-108.0495147|365651N|1080122W|36.9475|-108.0227778|1919|6296|Adobe Downs Ranch|11/13/1980|
899429|Lee Canyon|Valley|NM|35|Sierra|051|331810N|1062800W|33.3028556|-106.4666729|331804N|1063210W|33.3011885|-106.5361196|1448|4751|Sheep Mountain|11/13/1980|
899430|Little Salt Lake|Lake|NM|35|Sierra|051|330300N|1062321W|33.0500817|-106.3891683|||||1204|3950|Lumley Lake|11/13/1980|
899431|Logan Spring|Spring|NM|35|Sierra|051|331542N|1063751W|33.2616058|-106.6309126|||||1848|6063|Big Gyp Mountain|11/13/1980|04/19/2011
899432|Lower Hardscrabble Spring|Spring|NM|35|Sierra|051|330820N|1063908W|33.1389667|-106.6522331|||||1706|5597|Hardscrabble Mountains|11/13/1980|
899433|Lumley Lake|Lake|NM|35|Sierra|051|330402N|1062333W|33.0673037|-106.3925018|||||1204|3950|Lumley Lake|11/13/1980|
899434|Malpais Well|Well|NM|35|Sierra|051|332832N|1065315W|33.4756273|-106.8875223|||||1448|4751|Tucson Spring|11/13/1980|
899435|Martin Glade|Stream|NM|35|San Juan|045|365839N|1080147W|36.9775017|-108.0297918|365834N|1080033W|36.9761111|-108.0091667|1992|6535|Adobe Downs Ranch|11/13/1980|
899436|Martin Well|Well|NM|35|Sierra|051|332357N|1063340W|33.3992418|-106.5611214|||||1574|5164|Fairview Mountain|11/13/1980|
899437|Marys Tank|Reservoir|NM|35|Sierra|051|330306N|1064603W|33.0517435|-106.7675137|||||1763|5784|Dugout Canyon|11/13/1980|
899438|McDermott Arroyo|Stream|NM|35|San Juan|045|365430N|1081027W|36.9083345|-108.1742419|365933N|1080731W|36.9925008|-108.1253518|1726|5663|La Plata|11/13/1980|
899439|McDermott Ditch|Canal|NM|35|San Juan|045|365908N|1080503W|36.9855568|-108.0842387|||||1861|6106|Adobe Downs Ranch|11/13/1980|
899440|Middle Tank|Reservoir|NM|35|Sierra|051|331304N|1064734W|33.2178143|-106.7928603|||||1819|5968|Shannon Canyon|11/13/1980|06/24/2011
899441|Middle Tank|Reservoir|NM|35|Sierra|051|332415N|1064634W|33.4041433|-106.7759761|||||1510|4954|Fuller Ranch|11/13/1980|06/24/2011
899442|Miller Ranch Headquarters|Locale|NM|35|Sierra|051|331347N|1064334W|33.2297984|-106.7261255|||||1994|6542|Hardscrabble Mountains|11/13/1980|
899443|Moore Well|Well|NM|35|Sierra|051|330253N|1063230W|33.0481358|-106.5416729|||||1211|3973|Strawberry Peak|11/13/1980|
899444|Mosley Spring|Spring|NM|35|San Juan|045|365838N|1080358W|36.9772236|-108.0661824|||||1898|6227|Adobe Downs Ranch|11/13/1980|
899445|Nelson Tank Number 1|Reservoir|NM|35|Sierra|051|330658N|1062503W|33.1161918|-106.4175029|||||1211|3973|Lumley Lake|11/13/1980|
899446|Nelson Well|Well|NM|35|Sierra|051|330518N|1063209W|33.0884133|-106.5358398|||||1221|4006|Strawberry Peak|11/13/1980|
899447|New Tank|Reservoir|NM|35|Sierra|051|331026N|1064525W|33.1739651|-106.7569592|||||1963|6440|Shannon Canyon|11/13/1980|
899448|South Tank|Reservoir|NM|35|Sierra|051|331256N|1065156W|33.2156632|-106.8654434|||||1614|5295|Shannon Canyon|08/31/1992|06/24/2011
899449|Oliver Dike|Levee|NM|35|San Juan|045|365248N|1080150W|36.8800029|-108.0306248|||||1814|5951|Adobe Downs Ranch|11/13/1980|
899450|Painted Hills Dam|Dam|NM|35|San Juan|045|365418N|1080200W|36.9050026|-108.0334028|||||1872|6142|Adobe Downs Ranch|11/13/1980|
899451|Panther Seep|Spring|NM|35|Sierra|051|331417N|1064042W|33.2381323|-106.6783461|||||1828|5997|Hardscrabble Mountains|11/13/1980|
899452|Quemado Canyon|Valley|NM|35|Sierra|051|330047N|1063712W|33.0131349|-106.6200085|330229N|1063810W|33.0414677|-106.6361205|1450|4757|Strawberry Peak|08/31/1992|
899453|Pee Wee Dam|Dam|NM|35|San Juan|045|365501N|1080344W|36.9169466|-108.062293|||||1915|6283|Adobe Downs Ranch|11/13/1980|
899454|Potter Ranch|Locale|NM|35|Sierra|051|331056N|1064026W|33.1822994|-106.6739009|||||1710|5610|Hardscrabble Mountains|11/13/1980|
899455|Potter Ranch Headquarters (historical)|Locale|NM|35|Sierra|051|331025N|1064022W|33.1736884|-106.6727896|||||1697|5568|Hardscrabble Mountains|11/13/1980|
899456|Prattie Top|Bench|NM|35|Sierra|051|331703N|1063511W|33.2842439|-106.5863988|||||2231|7319|Salinas Peak|11/13/1980|
899457|Rhodes Canyon|Valley|NM|35|Sierra|051|330944N|1063310W|33.1623012|-106.5527854|331338N|1064329W|33.2272984|-106.7247365|1285|4216|Tip Top Canyon|11/13/1980|
899458|Rhodes Spring|Spring|NM|35|Sierra|051|331140N|1064150W|33.1944856|-106.6972803|||||1822|5978|Hardscrabble Mountains|11/13/1980|04/19/2011
899459|Ridner Tank|Reservoir|NM|35|Sierra|051|330807N|1063409W|33.1353568|-106.5691746|||||1268|4160|Tip Top Canyon|11/13/1980|
899460|Rigon Tanks|Reservoir|NM|35|Sierra|051|330746N|1063713W|33.1295228|-106.6202874|||||1448|4751|Tip Top Canyon|11/13/1980|
899461|Rock House Spring|Spring|NM|35|Sierra|051|331119N|1064117W|33.1886881|-106.6880681|||||1776|5827|Hardscrabble Mountains|11/13/1980|
899462|Rucker Spring|Spring|NM|35|Sierra|051|331639N|1063057W|33.2775183|-106.5157914|||||1641|5384|Salinas Peak|11/13/1980|04/19/2011
899463|Salines Mine|Mine|NM|35|Sierra|051|331827N|1063401W|33.3075769|-106.566954|||||2138|7014|Salinas Peak|11/13/1980|
899464|Salt Creek|Stream|NM|35|Sierra|051|330505N|1062227W|33.0848036|-106.3741681|332214N|1062048W|33.3706325|-106.3466702|1204|3950|Fifteenmile Lake|11/13/1980|
899465|Shannon Tanks|Reservoir|NM|35|Sierra|051|331210N|1064821W|33.2028533|-106.8058502|||||1745|5725|Shannon Canyon|11/13/1980|
899466|Skillet Knob|Summit|NM|35|Sierra|051|331349N|1063828W|33.2303551|-106.6411225|||||2305|7562|Hardscrabble Mountains|11/13/1980|
899467|Smith Tank|Reservoir|NM|35|Sierra|051|331103N|1062750W|33.1842464|-106.4638938|||||1226|4022|Lumley Lake NW|11/13/1980|
899468|Smith Well|Well|NM|35|Sierra|051|332010N|1063800W|33.3361868|-106.6333453|||||1707|5600|Big Gyp Mountain|11/13/1980|
899469|Sulphur Canyon|Valley|NM|35|Sierra|051|330121N|1063249W|33.0225804|-106.5469507|330332N|1064206W|33.0589666|-106.7016783|1235|4052|Strawberry Peak|11/13/1980|
899470|Sweetwater Creek|Stream|NM|35|Sierra|051|331345N|1062946W|33.2292458|-106.4961174|331835N|1063257W|33.3097992|-106.5491756|1280|4199|Lumley Lake NW|11/13/1980|
899471|Sweetwater Spring|Spring|NM|35|Sierra|051|331636N|1063213W|33.2767446|-106.5369526|||||1696|5564|Salinas Peak|11/13/1980|
899472|Taylor Spring|Spring|NM|35|Sierra|051|331753N|1063024W|33.2981333|-106.506674|||||1855|6086|Salinas Peak|11/13/1980|
899473|Thurgood Well|Well|NM|35|Sierra|051|332118N|1063253W|33.3550761|-106.5480649|||||1669|5476|Salinas Peak|11/13/1980|
899474|Tip Top Tank|Reservoir|NM|35|Sierra|051|331116N|1063621W|33.1878559|-106.6058431|||||1473|4833|Tip Top Canyon|11/13/1980|
899475|Tipton Spring|Spring|NM|35|Sierra|051|331548N|1063706W|33.2634105|-106.6183442|||||1793|5882|Salinas Peak|11/13/1980|
899476|Tipton Well|Well|NM|35|Sierra|051|331546N|1063617W|33.2628552|-106.6047326|||||1659|5443|Salinas Peak|11/13/1980|
899477|Towner Well|Well|NM|35|Sierra|051|331022N|1064024W|33.1728551|-106.6733452|||||1702|5584|Hardscrabble Mountains|11/13/1980|
899478|Twin Tanks|Reservoir|NM|35|Sierra|051|330546N|1064755W|33.0961873|-106.7986264|||||1681|5515|Dugout Canyon|11/13/1980|
899479|Twin Tanks|Reservoir|NM|35|Sierra|051|330759N|1063318W|33.1331349|-106.5550074|||||1256|4121|Tip Top Canyon|11/13/1980|
899480|Two Cross Arroyo|Stream|NM|35|San Juan|045|365344N|1081029W|36.8955569|-108.1747973|365325N|1080633W|36.8902798|-108.1092391|1720|5643|La Plata|11/13/1980|
899481|Upper Grapevine Spring|Spring|NM|35|Sierra|051|331541N|1063817W|33.2614768|-106.6379597|||||1886|6188|Big Gyp Mountain|11/13/1980|04/19/2011
899482|Upper Rosebud Spring|Spring|NM|35|Sierra|051|331518N|1063850W|33.255077|-106.6472341|||||1916|6286|Big Gyp Mountain|11/13/1980|
899483|Vee Dam|Dam|NM|35|San Juan|045|365438N|1080358W|36.9105578|-108.066182|||||1909|6263|Adobe Downs Ranch|11/13/1980|
899484|Waterhole Canyon|Valley|NM|35|Sierra|051|331218N|1063936W|33.2050772|-106.6600117|331247N|1064111W|33.2130556|-106.6863889|1671|5482|Hardscrabble Mountains|11/13/1980|
899485|White Hill Dam|Dam|NM|35|San Juan|045|365328N|1080712W|36.891113|-108.1200728|||||1830|6004|Adobe Downs Ranch|11/13/1980|
899486|White Rock Well|Well|NM|35|Sierra|051|331301N|1063553W|33.2170224|-106.5980653|||||1580|5184|Tip Top Canyon|11/13/1980|
899487|White Sands|Area|NM|35|Otero|035|325333N|1061259W|32.8925849|-106.2163843|||||1220|4003|Lost River|11/13/1980|
899488|Wilson Ranch|Locale|NM|35|San Juan|045|365838N|1080405W|36.9772236|-108.0681268|||||1900|6234|Adobe Downs Ranch|11/13/1980|
899489|Wood Ranch Headquarters|Locale|NM|35|Sierra|051|331556N|1064122W|33.2656319|-106.6894578|||||1895|6217|Big Gyp Mountain|11/13/1980|
899490|Zebra Hills Dam|Dam|NM|35|San Juan|045|365305N|1080559W|36.8847244|-108.0997942|||||1855|6086|Adobe Downs Ranch|11/13/1980|
899492|Abe Yarbrough|Populated Place|NM|35|Hidalgo|023|313907N|1085044W|31.652043|-108.8456077|||||1489|4885|Animas Peak NE|11/13/1980|
899493|Aden|Populated Place|NM|35|Dona Ana|013|320910N|1070739W|32.1528722|-107.1275128|||||1339|4393|Mount Aden|11/13/1980|
899494|Air Base City|Populated Place|NM|35|Lea|025|324611N|1031143W|32.7698359|-103.1952109|||||1123|3684|Humble City|11/13/1980|
899495|Alamillo|Populated Place|NM|35|Socorro|053|341517N|1065458W|34.2547889|-106.9161402|||||1426|4678|San Acacia|11/13/1980|01/29/2011
899496|Alamo Mesa|Summit|NM|35|San Juan|045|361740N|1080609W|36.2944541|-108.1025695|||||1893|6211|Alamo Mesa East|11/13/1980|
899497|Algodones|Populated Place|NM|35|Sandoval|043|352250N|1062845W|35.3805931|-106.4791925|||||1558|5111|San Felipe Pueblo|11/13/1980|03/21/2008
899498|Alivio|Populated Place|NM|35|Sierra|051|325012N|1070115W|32.8367439|-107.0208512|||||1369|4491|Alivio|11/13/1980|
899499|Anapra|Populated Place|NM|35|Dona Ana|013|314703N|1063350W|31.7842743|-106.5638776|||||1181|3875|Smeltertown|11/13/1980|
899500|Ancon|Populated Place|NM|35|San Miguel|047|354255N|1042532W|35.7153183|-104.4255383|||||1398|4587|Sabinoso|11/13/1980|
899501|Andrews Place|Populated Place|NM|35|Lea|025|320157N|1032353W|32.0326264|-103.3979607|||||969|3179|Andrews Place|11/13/1980|
899502|Angostura|Populated Place|NM|35|Dona Ana|013|323907N|1070535W|32.6520252|-107.0930728|||||1235|4052|Rincon|11/13/1980|
899503|Angostura Hill|Summit|NM|35|Sandoval|043|353922N|1070558W|35.6561377|-107.0994872|||||1994|6542|San Luis|11/13/1980|
899504|Animas Peak|Summit|NM|35|Hidalgo|023|313452N|1084703W|31.5812119|-108.7842161|||||2575|8448|Animas Peak|11/13/1980|
899505|Antelope Hill|Summit|NM|35|Luna|029|322535N|1080412W|32.4264731|-108.0700381|||||1578|5177|Antelope Hill|11/13/1980|
899506|Anzac|Populated Place|NM|35|Cibola|006|350407N|1074336W|35.0686519|-107.726721|||||1909|6263|McCartys|11/13/1980|
899507|Arabella|Populated Place|NM|35|Guadalupe|019|345149N|1044703W|34.8636715|-104.784158|||||1505|4938|Pastura SE|11/13/1980|
899508|Archuleta Mesa|Summit|NM|35|Rio Arriba|039|365950N|1065813W|36.9972322|-106.9703146|||||2767|9078|Dulce|11/13/1980|
899509|Armijo Peak|Summit|NM|35|Torrance|057|345025N|1051857W|34.8403385|-105.315837|||||1788|5866|Pinavete Canyon|11/13/1980|
899511|Asarco Mill|Locale|NM|35|Luna|029|321702N|1074716W|32.2839757|-107.7878079|||||1333|4373|Deming West|08/31/1992|
899512|Attorney Mountain|Summit|NM|35|Hidalgo|023|321133N|1090001W|32.1925826|-109.0003353|||||1610|5282|Steins|11/13/1980|
899513|Atwood Hill|Summit|NM|35|Hidalgo|023|321907N|1084427W|32.3186939|-108.7408876|||||1419|4655|Lordsburg|11/13/1980|
899514|Avalon|Populated Place|NM|35|Eddy|015|322951N|1041412W|32.4976175|-104.2366177|||||970|3182|Carlsbad East|11/13/1980|
899515|Baird Place|Populated Place|NM|35|Lea|025|320939N|1032541W|32.1609586|-103.4279692|||||1031|3383|Woodley Flat|11/13/1980|
899516|Baldy Hill|Summit|NM|35|Union|059|365755N|1032809W|36.9652984|-103.4691118|||||1678|5505|Travesser Park|11/13/1980|
899517|Baldy Peak|Summit|NM|35|Luna|029|320520N|1073726W|32.0889813|-107.6239137|||||2121|6959|Gym Peak|11/13/1980|
899518|Barber Crossing|Populated Place|NM|35|Eddy|015|322907N|1042348W|32.4853925|-104.396625|||||1030|3379|Azotea Peak|11/13/1980|
899519|Barrajon|Summit|NM|35|Guadalupe|019|350731N|1043400W|35.1253327|-104.566653|||||1540|5052|Mesa Cherisco|11/13/1980|
899520|Bates Place|Populated Place|NM|35|Harding|021|352940N|1032448W|35.4944912|-103.4132913|||||1247|4091|Logan North|11/13/1980|
899521|Bear Peak|Summit|NM|35|Dona Ana|013|323044N|1063219W|32.512311|-106.5386082|||||2134|7001|Bear Peak|11/13/1980|
899522|Bell Rock|Summit|NM|35|Cibola|006|350417N|1071319W|35.0714326|-107.2219859|||||1965|6447|Mesa Gigante|11/13/1980|
899523|Bene Dunagan|Populated Place|NM|35|Hidalgo|023|314250N|1084922W|31.7139859|-108.8228302|||||1459|4787|Animas Peak NE|11/13/1980|
899524|Bern Peak|Summit|NM|35|Socorro|053|334704N|1070934W|33.7845082|-107.1594782|||||1996|6548|Puertecito Gap|11/13/1980|
899525|Bibo|Populated Place|NM|35|Cibola|006|351027N|1072319W|35.1742064|-107.3886585|||||1895|6217|Seboyeta|11/13/1980|01/29/2011
899526|Big Mill|Populated Place|NM|35|Grant|017|323932N|1075930W|32.6589683|-107.9917037|||||1725|5659|Whitehorse Mountain|11/13/1980|
899527|Bingham Post Office|Post Office|NM|35|Socorro|053|335319N|1062247W|33.8886807|-106.3797281|||||1662|5453|Wrye Peak NW|11/13/1980|
